1	1.0			1.0
2	2.6669018314860096			0.7501122
3	4.555448330179094			0.5624705
4	7.039139889356986			0.3905172
5	9.560234470476692			0.277391
6	12.568818474363619			0.190491
7	15.548316060320722			0.1326443
8	19.002982167853446			0.0903705
9	22.40812448759786			0.062207
10	26.231226228420443			0.0421985
11	30.013846041479			0.0287519
12	34.181810688564454			0.0194114
13	38.30830252560141			0.0131731
14	42.71409429224516			0.0088809
15	47.21213281184988			0.0060085
16	52.064891805867404			0.0040529
17	56.629602571595555			0.0027376
18	61.71051771117166			0.001835
19	66.62835556984408			0.0012442
20	71.77240057498803			8.348E-4
21	77.27082213863514			5.583E-4
22	83.39111709286675			3.715E-4
23	88.17965280581349			2.477E-4
24	94.0179856115108			1.668E-4
25	100.77184912603497			1.087E-4
26	109.53952843273231			7.21E-5
27	115.4			4.75E-5
28	116.64918032786885			3.05E-5
29	126.19607843137256			2.04E-5
30	130.64383561643837			1.46E-5
31	143.64150943396226			1.06E-5
32	150.16666666666666			7.2E-6
33	175.6			4.0E-6
34	187.76923076923077			2.6E-6
35	190.4			2.0E-6
36	206.85714285714286			1.4E-6
37	224.33333333333334			1.2E-6
38	245.77777777777777			9.0E-7
39	271.0			6.0E-7
40	191.33333333333334			3.0E-7
