1	1.0			1.0
2	2.2859006679605995			0.8750067
3	3.613218064190517			0.7656053
4	5.034717047064499			0.6581925
5	6.458940252782252			0.5671126
6	7.943075029310257			0.4851544
7	9.423082725345923			0.4156199
8	10.946809674886273			0.3545344
9	12.471834207762873			0.3027307
10	14.027885420868108			0.257848
11	15.577704343472274			0.2196975
12	17.163513095028613			0.1869679
13	18.738919958276256			0.159142
14	20.34191615837097			0.1353051
15	21.94323447092774			0.1150117
16	23.56665598814377			0.0977039
17	25.180070564382465			0.0829597
18	26.81975215442315			0.0704713
19	28.44348750415748			0.0598319
20	30.080877272754115			0.0508029
21	31.73412360050419			0.0431584
22	33.39138212180211			0.0366726
23	35.03925805175889			0.0311019
24	36.70033180309986			0.0264012
25	38.36211690462058			0.0224063
26	40.08896484631767			0.0190165
27	41.74708214595465			0.016142
28	43.40147582103482			0.0137144
29	45.10892781963931			0.0116389
30	46.8163898521628			0.0098622
31	48.54320574962394			0.0083762
32	50.29182676744219			0.0071049
33	52.071758720446915			0.0060146
34	53.63316375635914			0.0050911
35	55.464070747291416			0.0043196
36	57.323332425809966			0.003673
37	59.0602390336121			0.0031209
38	60.813161961479025			0.0026531
39	62.63953953509045			0.0022499
40	64.44242583355211			0.0019045
Total Time to Execute 4D: 16.423
