23.43838095299645		0.1237864
27.237094291609683		0.0839396
31.008532862298935		0.0575188
35.124558130906614		0.0388124
39.182936086230455		0.026348
43.703003941824115		0.0176568
47.89978010261878		0.0120056
53.206173386501256		0.0081252
57.116598480420805		0.0054752
63.17321067982948		0.0035656
68.15037349788892		0.0024632
73.0039751552795		0.00161
79.5790990990991		0.00111
81.99661016949153		7.08E-4
92.60636515912898		4.776E-4
95.92592592592592		3.456E-4
98.11458333333333		2.304E-4
101.32091690544412		1.396E-4
113.39748953974896		9.56E-5
121.55629139072848		6.04E-5
124.18333333333334		4.8E-5
127.96629213483146		3.56E-5
144.74418604651163		1.72E-5
143.8		1.2E-5
143.7391304347826		9.2E-6
157.0		3.2E-6
179.55555555555554		3.6E-6
193.4		4.0E-6
202.66666666666666		2.4E-6
75.0		1.6E-6
254.0		8.0E-7
